Price,Residual,Residualsq,Residual-cub,Residual-four,Residual-five,Residual-Six,Residual-Seven
0.645958329,0.383628961,0.14717118,0.056459127,0.021659356,0.008309156,0.003187633,0.001222868
0.701056386,0.390910268,0.152810838,0.059735326,0.023351152,0.009128205,0.003568309,0.001394889
0.630870072,0.399012069,0.159210631,0.063526963,0.025348025,0.010114168,0.004035675,0.001610283
0.587060391,0.38573939,0.148794877,0.057396045,0.022139915,0.008540237,0.003294306,0.001270744
0.610821616,0.406939126,0.165599452,0.067388896,0.027423178,0.011159564,0.004541263,0.001848018
0.612077522,0.379415967,0.143956476,0.054619386,0.020723467,0.007862814,0.002983277,0.001131903
0.674999072,0.405943764,0.164790339,0.066895611,0.027155856,0.01102375,0.004475023,0.001816608
0.682713001,0.40793407,0.166410205,0.067884392,0.027692356,0.011296656,0.004608291,0.001879879
0.72844079,0.391626945,0.153371664,0.060064476,0.023522867,0.009212189,0.003607741,0.001412889
0.688685521,0.426272442,0.181708195,0.077457196,0.033017868,0.014074607,0.005999617,0.002557471
0.661309854,0.404341833,0.163492318,0.066106784,0.026729738,0.010807951,0.004370107,0.001767017
0.688200268,0.38951934,0.151725316,0.059099945,0.023020572,0.008966958,0.003492804,0.001360515
0.696467791,0.40473558,0.16381089,0.066300095,0.026834008,0.010860678,0.004395703,0.001779097
0.747180495,0.429281639,0.184282725,0.07910919,0.033960123,0.014578457,0.006258264,0.002686558
0.661980889,0.407522477,0.166074569,0.06767912,0.027580762,0.011239781,0.004580463,0.001866642
0.659072914,0.408262413,0.166678198,0.068048443,0.027781622,0.011342192,0.004630591,0.001890496
0.63909823,0.415643809,0.172759776,0.071806531,0.02984594,0.01240528,0.005156178,0.002143133
0.696887038,0.410596229,0.168589263,0.069222116,0.02842234,0.011670105,0.004791701,0.001967454
0.69090049,0.40231518,0.161857504,0.065117731,0.026197852,0.010539793,0.004240319,0.001705945
0.69395888,0.411809446,0.16958702,0.069837537,0.028759757,0.01184354,0.004877282,0.002008511
0.743906775,0.43471527,0.188977366,0.082151347,0.035712445,0.015524745,0.006748844,0.002933825
0.656773628,0.406133078,0.164944077,0.066989246,0.027206549,0.011049479,0.004487559,0.001822546
0.710072178,0.410801707,0.168758042,0.069326092,0.028479277,0.011699335,0.004806107,0.001974357
0.681046405,0.430836215,0.185619844,0.079971751,0.034454727,0.014844344,0.006395481,0.002755405
0.689676863,0.417652839,0.174433894,0.072852811,0.030427183,0.012708,0.005307532,0.002216706
0.719998717,0.417309259,0.174147018,0.072673163,0.030327184,0.012655815,0.005281389,0.002203972
0.726765835,0.445223275,0.198223765,0.088253834,0.039292661,0.017494007,0.007788739,0.003467728
0.760080611,0.42783622,0.183043831,0.078312781,0.033505044,0.014334671,0.006132891,0.002623873
0.685727208,0.432990567,0.187480831,0.081177431,0.035149062,0.015219212,0.006589775,0.002853311
0.755656728,0.414780207,0.17204262,0.071359873,0.029598663,0.01227694,0.005092232,0.002112157
0.676071427,0.450214414,0.202693019,0.091255319,0.04108446,0.018496816,0.008327533,0.003749175
0.728972845,0.425112935,0.180721007,0.076826838,0.032660082,0.013884223,0.005902363,0.002509171
0.689579942,0.417338669,0.174171565,0.072688529,0.030335734,0.012660275,0.005283622,0.00220506
0.784608276,0.413347076,0.170855805,0.070622747,0.029191706,0.012066306,0.004987572,0.002061598
0.761628869,0.439508346,0.193167586,0.084898766,0.037313716,0.01639969,0.007207801,0.003167889
0.73818251,0.410773804,0.168735118,0.069311966,0.02847154,0.011695363,0.004804149,0.001973418
0.716772236,0.433117861,0.187591081,0.081249048,0.035190414,0.015241597,0.006601408,0.002859188
0.70844054,0.410207177,0.168269928,0.069025532,0.028314769,0.011614921,0.004764524,0.001954442
0.768718106,0.422157683,0.178217109,0.075235722,0.031761338,0.013408293,0.005660414,0.002389587
0.689087987,0.413381666,0.170884402,0.070640479,0.029201479,0.012071356,0.004990077,0.002062806
0.680588806,0.428487617,0.183601638,0.078671029,0.033709562,0.01444413,0.006189131,0.002651966
0.746975982,0.448313282,0.200984799,0.090104155,0.040394889,0.018109565,0.008118759,0.003639747
0.741465145,0.453625322,0.205775933,0.093345174,0.042343735,0.01920819,0.008713321,0.003952583
0.710451332,0.421976662,0.178064303,0.07513898,0.031706896,0.01337957,0.005645866,0.002382424
0.730567025,0.43382415,0.188203394,0.081647177,0.035420517,0.015366276,0.006666262,0.002891985
0.711321427,0.455995818,0.207932186,0.094816207,0.043235794,0.019715341,0.008990113,0.004099454
0.732330834,0.460274312,0.211852442,0.097510237,0.044881457,0.020657782,0.009508246,0.004376402
0.78151755,0.433042733,0.187526008,0.081206775,0.035166004,0.015228382,0.00659454,0.002855718
0.7596033,0.439664102,0.193304522,0.084989059,0.037366638,0.016428769,0.00722314,0.003175755
0.708234251,0.439749857,0.193379937,0.0850388,0.0373958,0.016444798,0.007231598,0.003180094
0.707281832,0.432128212,0.186734792,0.080693372,0.034869883,0.01506826,0.00651142,0.002813768
0.694842741,0.443545461,0.196732576,0.087259841,0.038703707,0.017166853,0.00761428,0.003377279
0.744465915,0.454060816,0.206171225,0.093614275,0.042506574,0.01930057,0.008763633,0.003979222
0.708841981,0.445006844,0.198031091,0.088125191,0.039216313,0.017451528,0.007766049,0.003455945
0.705207954,0.421574757,0.177725276,0.07492449,0.031586274,0.013315976,0.005613679,0.002366586
0.689051099,0.448226145,0.200906677,0.090051625,0.040363493,0.018091973,0.008109295,0.003634798
0.754154619,0.44755134,0.200302202,0.089645519,0.040120972,0.017956195,0.008036319,0.003596665
0.780183644,0.445090318,0.198105391,0.088174792,0.039245746,0.017467902,0.007774794,0.003460486
0.769167978,0.448367864,0.201033742,0.090137069,0.040414565,0.018120592,0.008124691,0.00364285
0.731685822,0.429605902,0.184561231,0.079288594,0.034062848,0.014633601,0.006286681,0.002700795
0.713828262,0.468073351,0.219092662,0.102551436,0.048001594,0.022468267,0.010516797,0.004922632
0.768498371,0.463735538,0.215050649,0.099726629,0.046246782,0.021446276,0.0099454,0.004612036
0.743826285,0.444929575,0.197962327,0.088079294,0.039189083,0.017436382,0.007757962,0.003451747
0.768605646,0.437355292,0.191279651,0.083657168,0.036587905,0.016001914,0.006998522,0.003060841
0.727735519,0.465481603,0.216673123,0.100857353,0.046947242,0.021853078,0.010172206,0.004734975
0.761468695,0.4589205,0.210608025,0.09665234,0.04435574,0.020355758,0.009341675,0.004287086
0.663287956,0.4466151,0.199465048,0.089084102,0.039786305,0.017769165,0.007935977,0.003544327
0.740812616,0.469793245,0.220705693,0.103686044,0.048711003,0.0228841,0.010750796,0.005050651
0.711845433,0.478798965,0.229248449,0.10976392,0.052554851,0.025163208,0.012048118,0.005768626
0.73098766,0.462761005,0.214147748,0.099099227,0.045859258,0.021221876,0.009820657,0.004544617
0.693519669,0.458833038,0.210527757,0.096597091,0.044321937,0.020336369,0.009330998,0.00428137
0.779670488,0.465558081,0.216744326,0.100907073,0.046978103,0.021871035,0.010182237,0.004740423
0.728225964,0.450989025,0.203391101,0.091727154,0.04136794,0.018656487,0.008413871,0.003794563
0.702869422,0.473934723,0.224614122,0.106452432,0.050451504,0.023910719,0.01133212,0.005370685
0.760220344,0.473338413,0.224049254,0.106051118,0.050198068,0.023760674,0.01124684,0.005323561
0.750471422,0.471894367,0.222684293,0.105083464,0.049588295,0.023400437,0.011042534,0.00521091
0.757488182,0.465738581,0.216912426,0.101024485,0.047051,0.021913466,0.010205947,0.004753303
0.759841532,0.465555502,0.216741925,0.100905396,0.046977062,0.02187043,0.010181899,0.004740239
0.724068286,0.444975552,0.198003242,0.088106602,0.039205284,0.017445393,0.007762773,0.003454244
0.775249947,0.440213991,0.193788358,0.085308346,0.037553928,0.016531764,0.007277514,0.003203663
0.727537808,0.443874348,0.197024437,0.087454094,0.038818629,0.017230594,0.007648219,0.003394848
0.754305573,0.449206389,0.20178638,0.090643731,0.040717743,0.01829067,0.008216286,0.003690808
0.710970943,0.451930806,0.204241453,0.092303005,0.041714571,0.0188521,0.008519845,0.00385038
0.719599303,0.461251796,0.21275322,0.098132805,0.045263932,0.02087807,0.009630047,0.004441877
0.730873489,0.461921514,0.213371485,0.09856088,0.045527391,0.021030081,0.009714247,0.00448722
0.745039449,0.47098766,0.221829376,0.104478899,0.049208272,0.023176489,0.01091584,0.005141226
0.732128016,0.490084834,0.240183144,0.117710116,0.057687943,0.028271986,0.013855672,0.006790454
0.721208093,0.456920782,0.208776601,0.095394368,0.043587669,0.019916112,0.009100085,0.004158018
0.743135212,0.485238738,0.235456632,0.114252679,0.055439826,0.026901551,0.013053675,0.006334149
0.714880076,0.459378453,0.211028563,0.096941975,0.044533055,0.020457526,0.009397747,0.004317122
0.72340817,0.481370255,0.231717322,0.111541827,0.053692917,0.025846173,0.012441579,0.005989006
0.797113502,0.478630842,0.229087483,0.109648335,0.052481075,0.025119061,0.012022757,0.005754462
0.744775271,0.469428745,0.220363346,0.103444889,0.048560004,0.022795462,0.010700845,0.005023284
0.738670132,0.476585865,0.227134087,0.108248895,0.051589893,0.024587014,0.011717823,0.005584549
0.77607164,0.47742932,0.227938756,0.108824645,0.051956076,0.024805354,0.011842803,0.005654102
0.771502404,0.51025354,0.260358675,0.132848936,0.06778664,0.034588373,0.01764884,0.009005383
0.721364546,0.496522161,0.246534256,0.122409722,0.060779139,0.03017819,0.01498414,0.007439958
0.775081845,0.473911879,0.224592469,0.106437039,0.050441777,0.023904957,0.011328843,0.005368873
0.77249506,0.47892254,0.2293668,0.10984893,0.052609129,0.025195698,0.012066788,0.005779057
0.822365334,0.486706326,0.236883048,0.115292478,0.056113578,0.027310834,0.013292356,0.006469474
0.771847772,0.494198881,0.244232534,0.120699445,0.059649531,0.029478731,0.014568356,0.007199665
0.776060063,0.488523127,0.238654846,0.116588412,0.056956135,0.027824389,0.013592858,0.006640425
0.754860845,0.504369874,0.25438897,0.128306133,0.064713748,0.032639665,0.016462464,0.008303171
0.763817384,0.47954011,0.229958717,0.110274429,0.052881012,0.025358566,0.01216045,0.005831423
0.722593565,0.476201688,0.226768048,0.107987327,0.051423748,0.024488075,0.011661263,0.005553113
0.7588838,0.467311687,0.218380213,0.102051626,0.047689917,0.022286056,0.010414534,0.004866834
0.778106674,0.481344074,0.231692117,0.111523628,0.053681237,0.025839145,0.012437519,0.005986726
0.725801579,0.486937622,0.237108247,0.115456926,0.056220321,0.027375789,0.013330302,0.006491025
0.750825768,0.50693519,0.256983287,0.130273871,0.06604041,0.033478208,0.016971282,0.00860334
0.714788318,0.466942853,0.218035628,0.101810178,0.047539535,0.022198246,0.010365312,0.004840009
0.761045129,0.493515227,0.243557279,0.120199226,0.059320148,0.029275396,0.014447854,0.007130236
0.755454344,0.4854387,0.235650731,0.114393985,0.055531267,0.026957026,0.013085984,0.006352443
0.764038397,0.512296658,0.262447866,0.134451164,0.068878882,0.035286421,0.018077116,0.009260846
0.793513843,0.47587907,0.226460889,0.107767997,0.051284534,0.024405236,0.011613941,0.005526831
0.780321538,0.476178042,0.226745527,0.107971241,0.051413534,0.024481996,0.011657789,0.005551183
0.821468484,0.517428941,0.267732709,0.138532652,0.071680803,0.037089722,0.019191296,0.009930132
0.737565893,0.480709576,0.231081697,0.111083185,0.053398751,0.025669291,0.012339474,0.005931703
0.754741209,0.481751716,0.232084716,0.11180721,0.053863315,0.025948745,0.012500852,0.006022307
0.777020401,0.495336356,0.245358106,0.12153479,0.0602006,0.029819546,0.014770705,0.007316467
0.766584029,0.517698882,0.268012133,0.138749581,0.071830503,0.037186571,0.019251446,0.009966452
0.766828799,0.503489458,0.253501634,0.1276354,0.064263079,0.032355783,0.016290796,0.008202244
0.738312734,0.543193012,0.295058649,0.160273796,0.087059606,0.04729017,0.02568769,0.013953374
0.785861826,0.491318084,0.241393459,0.118600972,0.058270802,0.028629499,0.014066191,0.006910974
0.746861933,0.510468768,0.260578363,0.133017116,0.067901083,0.034661382,0.017693553,0.009032006
0.724552219,0.492704991,0.242758208,0.119608181,0.058931548,0.029035868,0.014306117,0.007048695
0.738467833,0.478640053,0.229096301,0.109654665,0.052485115,0.025121478,0.012024146,0.005755238
0.755316494,0.52411196,0.274693347,0.143970068,0.075456435,0.03954762,0.020727381,0.010863468
0.788730856,0.496659516,0.246670675,0.122511338,0.060846422,0.030219954,0.015009028,0.007454376
0.791553353,0.500693073,0.250693554,0.125520526,0.062847258,0.031467187,0.015755403,0.007888621
0.770882953,0.49827228,0.248275265,0.123708682,0.061640607,0.030713806,0.015303838,0.007625478
0.783498351,0.522140186,0.272630374,0.142351274,0.074327321,0.038809281,0.020263885,0.010580589
0.755476231,0.519892765,0.270288487,0.140521029,0.073055866,0.037981216,0.019746159,0.010265885
0.803525234,0.521754577,0.272227839,0.142036121,0.074107996,0.038666186,0.02017426,0.010526012
0.731294939,0.518540504,0.268884254,0.139427377,0.072298742,0.037489826,0.019439993,0.010080424
0.7716816,0.518872025,0.269228178,0.13969497,0.072483812,0.037609822,0.019514685,0.010125624
0.760024458,0.50601421,0.256050381,0.129565131,0.065561798,0.033175201,0.016787123,0.008494523
0.772877116,0.521822644,0.272298872,0.142091717,0.074146676,0.038691414,0.020190056,0.010535628
0.776486908,0.51058056,0.260692509,0.133104527,0.067960584,0.034699353,0.017716815,0.009045861
0.840411217,0.518841296,0.26919629,0.139670152,0.072466643,0.037598687,0.019507751,0.010121427
0.764603142,0.521603362,0.272070067,0.141912662,0.074022121,0.038610187,0.020139203,0.010504676
0.752439441,0.485645815,0.235851858,0.114540468,0.055626099,0.027014582,0.013119519,0.006371439
0.761706109,0.512688875,0.262849883,0.134760211,0.069090061,0.035421706,0.018160315,0.009310591
0.751584908,0.52223523,0.272729636,0.142429024,0.074381454,0.038844616,0.020286027,0.010594078
0.786667692,0.505034385,0.25505973,0.128813934,0.065055466,0.032855247,0.016593029,0.00838005
0.817273941,0.536737745,0.288087407,0.154627385,0.082994354,0.044546203,0.023909629,0.0128332
0.827086781,0.50149637,0.251498609,0.12612564,0.06325155,0.031720423,0.015907677,0.007977642
0.778098711,0.515142104,0.265371387,0.136703975,0.070421973,0.036277323,0.018687976,0.009626964
0.784064409,0.514455181,0.264664133,0.136157834,0.070047103,0.036036095,0.018538956,0.009537462
0.764499876,0.514491851,0.264701864,0.136186952,0.070067077,0.03604894,0.018546886,0.009542222
0.772236053,0.53759313,0.289006373,0.155367841,0.083524684,0.044902296,0.024139166,0.01297705
0.81764955,0.511133236,0.261257185,0.133537231,0.068255317,0.034887561,0.017832192,0.009114626
0.779540336,0.499436038,0.249436356,0.124577505,0.062218496,0.031074159,0.015519555,0.007751025
0.779612957,0.543552913,0.295449769,0.160592582,0.087290566,0.047447041,0.025789977,0.014018217
0.821257162,0.535038033,0.286265697,0.153163036,0.081948049,0.043845323,0.023458915,0.012551412
0.838524105,0.489065052,0.239184625,0.116976841,0.057209285,0.027979062,0.013683581,0.006692161
0.765797058,0.527135683,0.277872028,0.146476262,0.077212864,0.040701656,0.021455295,0.011309852
0.804807182,0.538262729,0.289726765,0.155949119,0.083941598,0.045182634,0.024320128,0.013090618
0.71919746,0.502342042,0.252347527,0.126764772,0.063679275,0.031988777,0.016069308,0.008072289
0.830294302,0.548034064,0.300341335,0.164597282,0.090204918,0.049435368,0.027092266,0.014847484
0.821458524,0.555466902,0.308543479,0.17138569,0.095199078,0.052879937,0.029373055,0.01631576
0.82030376,0.56114248,0.314880883,0.176693039,0.09914997,0.05563726,0.03122043,0.01751911
0.79068369,0.525014101,0.275639806,0.144714785,0.075977303,0.039889155,0.020942369,0.010995039
0.758671684,0.526609952,0.277318042,0.146038441,0.076905296,0.040499094,0.021327226,0.011231129
0.796584442,0.535557045,0.286821348,0.153609194,0.082266486,0.044058396,0.023595784,0.012636889
0.761145939,0.551174162,0.303792957,0.167442828,0.092290161,0.050867952,0.028037101,0.015453326
0.75062257,0.51966559,0.270052326,0.140336901,0.072928259,0.037898306,0.019694446,0.010234526
0.810250829,0.535575454,0.286841066,0.153625034,0.082277797,0.044065969,0.023600651,0.01263993
0.800973372,0.538611074,0.290101889,0.15625209,0.084159106,0.045329026,0.024414715,0.013150036
0.784385386,0.517493799,0.267799832,0.138584753,0.07171675,0.037112973,0.019205733,0.009938848
0.762540255,0.544352391,0.296319525,0.161302242,0.087805261,0.047797004,0.026018413,0.014163186
0.845854042,0.521984128,0.27246743,0.142223674,0.0742385,0.038751319,0.020227573,0.010558472
0.795577154,0.530084123,0.280989177,0.148947902,0.078954918,0.041852748,0.022185477,0.011760169
0.821579416,0.54765819,0.299929493,0.164258843,0.089957701,0.049266072,0.026980968,0.014776348
0.73143518,0.541984215,0.293746889,0.159206177,0.086287235,0.046766319,0.025346607,0.013737461
0.793071645,0.547960904,0.300261152,0.164531373,0.09015676,0.04940238,0.027070573,0.014833616
0.772496978,0.544787453,0.296793369,0.161689304,0.088086304,0.047988313,0.026143431,0.014242613
0.831667054,0.558165147,0.311548331,0.17389542,0.097062363,0.054176828,0.030239617,0.0168787
0.838478849,0.528671959,0.27949404,0.147760662,0.078116918,0.041298224,0.021833213,0.011542607
0.803475478,0.526580226,0.277286735,0.146013712,0.076887933,0.040487665,0.021320004,0.011226692
0.773284796,0.540136162,0.291747073,0.157583144,0.085116355,0.045974421,0.024832447,0.013412903
0.793111292,0.56869624,0.323415414,0.18392513,0.10459753,0.059484222,0.033828453,0.019238114
0.770599782,0.549223437,0.301646384,0.165671264,0.090990541,0.049974138,0.027446968,0.015074518
0.823063788,0.556038059,0.309178323,0.171914915,0.095591235,0.053152365,0.029554738,0.016433559
0.801299699,0.532183413,0.283219185,0.150724552,0.080213107,0.042688085,0.022717891,0.012090085
0.819709199,0.547945374,0.300244133,0.164517384,0.09014654,0.049395379,0.027065969,0.014830673
0.79800792,0.545455695,0.297521915,0.162285023,0.08851929,0.048283351,0.026336429,0.014365355
0.839611735,0.565758245,0.320082392,0.181089253,0.102452738,0.057963481,0.032793317,0.01855309
0.863730874,0.532370421,0.283418265,0.150883501,0.080325913,0.04276314,0.022765831,0.012119855
0.749321037,0.545739875,0.297832011,0.162538804,0.088703907,0.048409259,0.026418863,0.014417827
0.867466586,0.544766619,0.296770669,0.161670754,0.08807283,0.047979138,0.026137433,0.014238801
0.808959452,0.555620977,0.308714671,0.171528347,0.095304748,0.052953317,0.029421974,0.016347466
0.798222204,0.561212262,0.314959204,0.176758967,0.0991993,0.055671864,0.031243733,0.017534366
0.793647134,0.592669509,0.351257147,0.208179401,0.123381583,0.073124503,0.043338663,0.025685504
0.801500437,0.562354649,0.316242751,0.177840581,0.100009478,0.056240795,0.031627273,0.017785744
0.786201092,0.535925268,0.287215893,0.153926254,0.082492969,0.044210067,0.023693292,0.012697834
0.780702014,0.542479754,0.294284283,0.159643265,0.086603239,0.046980504,0.025485972,0.013825624
