Price,Residual,Residualsq,Residual-cub,Residual-four,Residual-five
0.411331942,0.315197898,0.099349715,0.031314821,0.009870366,0.003111119
0.43976788,0.327424683,0.107206923,0.035102193,0.011493324,0.003763198
0.477147545,0.315666247,0.09964518,0.03145462,0.009929162,0.003134301
0.479577878,0.310928382,0.096676459,0.030059455,0.009346338,0.002906042
0.488855871,0.325311373,0.105827489,0.034426886,0.011199458,0.003643311
0.407790175,0.315673677,0.09964987,0.031456841,0.009930097,0.00313467
0.418956869,0.314145515,0.098687405,0.031002206,0.009739204,0.003059527
0.295532431,0.343538415,0.118018642,0.040543937,0.0139284,0.00478494
0.486935922,0.32783298,0.107474463,0.035233673,0.01155076,0.00378672
0.444187098,0.328320182,0.107794142,0.035390992,0.011619577,0.003814942
0.52410926,0.331922174,0.110172329,0.036568639,0.012137942,0.004028852
0.480727976,0.325708697,0.106086156,0.034553184,0.011254272,0.003665614
0.407316881,0.326104941,0.106344433,0.034679445,0.011309138,0.003687966
0.496962394,0.314168544,0.098701874,0.031009024,0.00974206,0.003060649
0.40279446,0.332687058,0.110680679,0.036822029,0.012250213,0.004075487
0.490286829,0.334592593,0.111952203,0.037458378,0.012533296,0.004193548
0.407020996,0.314767714,0.099078713,0.03118678,0.009816591,0.003089946
0.443488917,0.317560759,0.100844836,0.032024363,0.010169681,0.003229492
0.472372684,0.311527008,0.097049077,0.030233409,0.009418523,0.002934124
0.477926847,0.330576992,0.109281148,0.036125833,0.011942369,0.003947873
0.429605034,0.318513118,0.101450606,0.032313349,0.010292226,0.003278209
0.573656364,0.331819769,0.110104359,0.036534803,0.01212297,0.004022641
0.47635481,0.319924667,0.102351793,0.032744863,0.010475889,0.003351495
0.466926464,0.335419698,0.112506374,0.037736854,0.012657684,0.004245637
0.607025631,0.346473685,0.120044014,0.041592092,0.014410565,0.004992882
0.517880905,0.339316815,0.115135901,0.039067547,0.013256276,0.004498077
0.345491791,0.336076944,0.112947713,0.037959122,0.012757186,0.004287396
0.581557653,0.324355659,0.105206593,0.034124354,0.011068427,0.003590107
0.437160847,0.324137993,0.105065438,0.0340557,0.011038746,0.003578077
0.477734377,0.318242025,0.101277986,0.032230911,0.01025723,0.003264282
0.395000838,0.332805501,0.110759502,0.036861372,0.012267667,0.004082747
0.441155757,0.341004105,0.116283799,0.039653253,0.013521922,0.004611031
0.525373771,0.329321659,0.108452755,0.035715841,0.011762,0.003873481
0.67017172,0.347634057,0.120849437,0.04201138,0.014604587,0.005077052
0.509253943,0.349319804,0.122024326,0.042625514,0.014889936,0.00520135
0.590206558,0.331843977,0.110120425,0.0365428,0.012126508,0.004024109
0.488727233,0.321647304,0.103456988,0.033276661,0.010703348,0.003442703
0.435114911,0.350137893,0.122596544,0.042925696,0.015029913,0.005262542
0.54670777,0.329222148,0.108387222,0.035683474,0.01174779,0.003867633
0.552060566,0.34357786,0.118045746,0.040557905,0.013934798,0.004787688
0.480579667,0.357312522,0.127672239,0.04561889,0.0163002,0.005824266
0.54793904,0.347927845,0.121053785,0.042117983,0.014654019,0.005098541
0.533995935,0.34689247,0.120334385,0.041743092,0.014480364,0.005023129
0.693022523,0.322906823,0.104268817,0.033669112,0.010871986,0.003510639
0.505989506,0.353924487,0.125262542,0.044333481,0.015690704,0.005553325
0.538601636,0.344575511,0.118732283,0.040912237,0.014097355,0.004857603
0.442361375,0.349346927,0.122043276,0.042635443,0.014894561,0.005203369
0.58562693,0.335042655,0.112253581,0.037609738,0.012600866,0.004221828
0.622530496,0.336433934,0.113187792,0.038080214,0.012811476,0.004310215
0.54633212,0.356632209,0.127186533,0.045358814,0.016176414,0.00576903
0.558568465,0.345285713,0.119222224,0.041165731,0.014213939,0.00490787
0.555406175,0.322534011,0.104028188,0.033552629,0.010821864,0.003490419
0.588242823,0.348693792,0.121587361,0.042396758,0.014783486,0.00515491
0.628143636,0.337925784,0.114193835,0.038589041,0.013040232,0.004406631
0.543028787,0.344048844,0.118369607,0.040724926,0.014011364,0.004820594
0.539899117,0.343103393,0.117719938,0.04039011,0.013857984,0.004754721
0.6590042,0.338173309,0.114361187,0.038673901,0.013078481,0.004422793
0.655063906,0.353450726,0.124927415,0.044155686,0.015606859,0.005516256
0.597858074,0.33939312,0.11518769,0.039093909,0.013268204,0.004503137
0.674857565,0.361725132,0.130845071,0.047329951,0.017120433,0.006192891
0.526968,0.361784852,0.130888279,0.047353397,0.017131742,0.006198005
0.56358129,0.358477538,0.128506145,0.046066567,0.016513829,0.005919837
0.47174951,0.329029346,0.108260311,0.035620819,0.011720295,0.003856321
0.660117237,0.333105834,0.110959496,0.036961256,0.01231201,0.004101202
0.555478145,0.371358676,0.137907266,0.05121306,0.019018414,0.007062653
0.594279437,0.368683356,0.135927417,0.050114176,0.018476263,0.006811891
0.559388921,0.350292886,0.122705106,0.042982726,0.015056543,0.0052742
0.562122643,0.357046733,0.127482369,0.045517164,0.016251755,0.005802636
0.625394143,0.345078747,0.119079342,0.04109175,0.01417989,0.004893179
0.642579096,0.335538161,0.112585858,0.037776852,0.012675575,0.004253139
0.571591751,0.344214762,0.118483802,0.040783874,0.014038411,0.004832228
0.627294246,0.358288323,0.128370522,0.045993659,0.016478991,0.00590423
0.579739875,0.360633594,0.130056589,0.046902775,0.016914716,0.006100015
0.678721464,0.362080497,0.131102286,0.047469581,0.017187809,0.006223371
0.654216504,0.372270008,0.138584959,0.051591024,0.019205791,0.00714974
0.566968643,0.342301333,0.117170202,0.040107516,0.013728856,0.004699406
0.61749382,0.335419584,0.112506297,0.037736815,0.012657667,0.004245629
0.766409755,0.366515103,0.134333321,0.049235191,0.018045441,0.006613927
0.671029612,0.348917312,0.12174329,0.042478342,0.014821429,0.005171453
0.610366829,0.365113166,0.133307624,0.048672368,0.017770923,0.006488398
0.690984666,0.35927207,0.129076421,0.046373553,0.016660722,0.005985732
0.600815717,0.374060155,0.139921,0.052338871,0.019577886,0.007323307
0.635082779,0.354877565,0.125938086,0.044692602,0.015860402,0.005628501
0.556210372,0.339722398,0.115411308,0.039207806,0.01331977,0.004525024
0.55594711,0.373746327,0.139686317,0.052207248,0.019512267,0.007292638
0.625146512,0.357951337,0.12812916,0.045864004,0.016417082,0.005876516
0.568173886,0.35256197,0.124299943,0.043823433,0.015450476,0.00544725
0.643733711,0.346831778,0.120292282,0.041721186,0.014470233,0.005018737
0.592402524,0.364941679,0.133182429,0.048603819,0.017737559,0.006473175
0.629621637,0.384335382,0.147713686,0.056771596,0.021819333,0.008385942
0.582796067,0.40044292,0.160354532,0.064212837,0.025713576,0.010296819
0.580623921,0.370462548,0.137242499,0.050843206,0.018835504,0.006977849
0.609576094,0.372073496,0.138438687,0.051509366,0.01916527,0.007130889
0.592867554,0.367108283,0.134768492,0.04947463,0.018162546,0.006667621
0.585467334,0.373222523,0.139295052,0.051988051,0.019403111,0.007241678
0.629459405,0.366389297,0.134241117,0.049184509,0.018020678,0.006602583
0.633008591,0.359867834,0.129504858,0.046604633,0.016771508,0.006035526
0.669363596,0.366698959,0.134468127,0.049309322,0.018081677,0.006630532
0.621598517,0.387816542,0.15040167,0.058328256,0.022620662,0.008772667
0.69291886,0.384099254,0.147532237,0.056667022,0.021765761,0.008360213
0.617602512,0.381585582,0.145607556,0.055561744,0.02120156,0.00809021
0.693377124,0.367685265,0.135192454,0.049708273,0.018277,0.006720183
0.534454157,0.351832803,0.123786321,0.043552088,0.015323053,0.005391153
0.60171934,0.37466174,0.140371419,0.0525918,0.019704135,0.007382386
0.657538616,0.361315434,0.130548843,0.047169312,0.017043,0.006157899
0.662502824,0.380521806,0.144796845,0.055098357,0.020966126,0.007978068
0.610288131,0.369390293,0.136449188,0.050403006,0.018618381,0.006877449
0.644342199,0.377281079,0.142341012,0.053702571,0.020260964,0.007644078
0.636708804,0.39426334,0.155443581,0.061285705,0.024162707,0.00952647
0.739907092,0.361243516,0.130496878,0.047141151,0.017029435,0.006151773
0.6980967,0.37407357,0.139931036,0.052344502,0.019580695,0.00732462
0.627668198,0.371956153,0.13835138,0.051460647,0.019141104,0.007119652
0.655499562,0.36326112,0.131958642,0.047935444,0.017413083,0.006325496
0.508024417,0.388306904,0.150782252,0.058549789,0.022735287,0.008828269
0.493710285,0.370637886,0.137372442,0.050915432,0.018871188,0.006994377
0.535958915,0.378613417,0.143348119,0.054273521,0.020548683,0.007780007
0.690185674,0.375026506,0.14064488,0.052745558,0.019780982,0.007418393
0.668336971,0.388333372,0.150802808,0.058561763,0.022741487,0.008831278
0.678891218,0.347700853,0.120895883,0.042035602,0.014615814,0.005081931
0.583758965,0.388006988,0.150549423,0.058414228,0.022665129,0.008794228
0.666885327,0.377556388,0.142548826,0.05382022,0.020320168,0.007672009
0.654566775,0.375274716,0.140831112,0.052850356,0.019833402,0.007442974
0.665034852,0.373569922,0.139554487,0.052133359,0.019475455,0.007275444
0.630384868,0.354007314,0.125321178,0.044364614,0.015705398,0.005559826
0.674533233,0.373523405,0.139519734,0.052113886,0.019465756,0.007270916
0.62334428,0.387111269,0.149855135,0.058010611,0.022456561,0.008693188
0.669550367,0.38160551,0.145622765,0.05557045,0.02120599,0.008092323
0.533305133,0.399738493,0.159790863,0.063874559,0.02553312,0.010206571
0.667038815,0.38670117,0.149537795,0.05782644,0.022361552,0.008647238
0.683501563,0.388452568,0.150895398,0.058615705,0.022769421,0.00884484
0.645821288,0.389243803,0.151510738,0.058974616,0.022955504,0.008935288
0.706181332,0.403543532,0.162847382,0.065716008,0.02651927,0.01070168
0.713846634,0.391923897,0.153604341,0.060201212,0.023594294,0.009247167
0.611544412,0.377293244,0.142350192,0.053707766,0.020263577,0.007645311
0.627832122,0.38444545,0.147798304,0.056820385,0.021844339,0.008397957
0.668042789,0.394060597,0.155283754,0.061191209,0.024113044,0.009502001
0.62387387,0.373197326,0.139276244,0.051977522,0.019397872,0.007239234
0.630753685,0.383623591,0.147167059,0.056456756,0.021658143,0.008308575
0.771359086,0.398196945,0.158560807,0.063138429,0.02514153,0.01001128
0.602506958,0.40137313,0.161100389,0.064661367,0.025953335,0.010416971
0.659233185,0.396651008,0.157332022,0.062405905,0.024753365,0.009818447
0.555610707,0.378450092,0.143224472,0.054203315,0.020513249,0.007763241
0.618510075,0.393028687,0.154471549,0.06071175,0.023861459,0.009378238
0.595309935,0.413030119,0.170593879,0.07046041,0.029102272,0.012020115
0.626333298,0.400848132,0.160679225,0.064407967,0.025817813,0.010349022
0.58035464,0.399855903,0.159884743,0.063930858,0.025563131,0.010221569
0.643800404,0.358976032,0.128863791,0.046259012,0.016605877,0.005961112
0.657151061,0.423344395,0.179220476,0.075871984,0.032119979,0.013597813
0.692847082,0.388543133,0.150965766,0.058656712,0.022790663,0.008855155
0.660987334,0.409589054,0.167763193,0.068713968,0.028144489,0.011527675
0.704438668,0.406279085,0.165062695,0.067061521,0.027245693,0.011069355
0.662734733,0.391868137,0.153560637,0.060175521,0.023580869,0.009240591
0.794146847,0.391385753,0.153182808,0.059953569,0.023464973,0.009183856
0.660518432,0.435211413,0.189408974,0.082432947,0.035875759,0.01561354
0.716852611,0.417333471,0.174167226,0.072685813,0.030334223,0.012659486
0.617528403,0.385476393,0.14859205,0.057278727,0.022079597,0.008511163
0.705091306,0.423207273,0.179104396,0.075798283,0.032078385,0.013575806
0.695121658,0.407484166,0.166043345,0.067660034,0.027570393,0.011234498
0.681278879,0.371554514,0.138052757,0.051294125,0.019058564,0.007081295
0.703492315,0.41456766,0.171866344,0.071250228,0.02953804,0.012245516
0.689443266,0.3949035,0.155948775,0.061584717,0.02432002,0.009604061
0.770694302,0.44717358,0.19996421,0.089418712,0.039985685,0.017880542
0.723666689,0.411389698,0.169241484,0.069624203,0.02864268,0.011783303
0.626171099,0.405535834,0.164459313,0.066694145,0.027046866,0.010968473
0.697790679,0.409509119,0.167697718,0.068673745,0.028122525,0.01151643
0.694394343,0.406258212,0.165045735,0.067051185,0.027240095,0.011066512
0.623751485,0.410266614,0.168318695,0.069055541,0.028331183,0.011623339
0.666004282,0.41458619,0.171881709,0.071259783,0.029543322,0.012248253
0.612192177,0.416701427,0.173640079,0.072356069,0.030150877,0.012563913
0.717317867,0.410214101,0.168275609,0.069029027,0.02831668,0.011615902
0.67645621,0.410978357,0.16890321,0.069415564,0.028528294,0.011724512
0.704484361,0.392828561,0.154314279,0.060619056,0.023812897,0.009354386
0.677316619,0.411801799,0.169580722,0.069833646,0.028757621,0.01184244
0.79618673,0.416174373,0.173201109,0.072081863,0.029998624,0.012484659
0.591731031,0.40744452,0.166011037,0.067640287,0.027559664,0.011229034
0.731783001,0.423414029,0.17927944,0.07590943,0.032141118,0.013609
0.756030549,0.446016511,0.198930728,0.088726389,0.039573434,0.017650405
0.637415066,0.42310302,0.179016165,0.07574228,0.032046787,0.013559093
0.676132189,0.389163137,0.151447947,0.058937958,0.022936481,0.008926033
0.739000714,0.407491754,0.16604953,0.067663814,0.027572446,0.011235545
0.681143642,0.414111659,0.171488466,0.071015373,0.029408294,0.012178317
0.685645687,0.442820058,0.196089604,0.08683241,0.038451133,0.017026933
0.676447124,0.418852371,0.175437309,0.073482333,0.030778249,0.012891543
0.661400663,0.437999032,0.191843152,0.084027115,0.036803795,0.016120027
0.717953064,0.397306646,0.157852571,0.062715876,0.024917434,0.009899862
0.650364987,0.420595127,0.176900261,0.074403388,0.031293702,0.013161979
0.789632448,0.414023392,0.171415369,0.070969972,0.029383229,0.012165344
0.727626945,0.428785029,0.183856601,0.078834958,0.03380325,0.014494327
0.725904724,0.461661522,0.213131361,0.098394548,0.045424977,0.020970964
0.789266198,0.422996705,0.178926213,0.075685199,0.03201459,0.013542066
0.730895025,0.432675734,0.187208291,0.081000485,0.035046944,0.015163962
0.667609369,0.435879237,0.189990709,0.082813005,0.036096469,0.015733702
0.703845047,0.430101898,0.184987642,0.079563536,0.034220428,0.014718271
0.687081392,0.422720139,0.178692316,0.075536841,0.031930944,0.013497853
0.824232063,0.406840274,0.165519009,0.067339799,0.027396542,0.011146017
0.649283251,0.456114958,0.208040855,0.094890546,0.043280997,0.01974111
0.702859603,0.44431387,0.197414815,0.087714141,0.038972609,0.017316071
0.729012226,0.435059708,0.189276949,0.082346774,0.035825764,0.015586346
0.728933463,0.415166162,0.172362942,0.071559261,0.029708984,0.012334165
0.69354148,0.422303974,0.178340646,0.075313964,0.031805386,0.013431541
0.685618404,0.412373365,0.170051792,0.07012483,0.028917612,0.011924853
0.745780288,0.401288227,0.161032241,0.064620343,0.025931383,0.010405959
0.823436263,0.425405924,0.1809702,0.076985795,0.032750213,0.013932135
0.752150828,0.461499283,0.212981588,0.09829085,0.045361157,0.020934141
0.771106911,0.417517409,0.174320787,0.072781963,0.030387737,0.012687409
0.764210809,0.411309025,0.169175114,0.069583251,0.028620219,0.011771754
0.71215421,0.410238583,0.168295695,0.069041387,0.028323441,0.011619368
0.738374002,0.408802453,0.167119446,0.068318839,0.027928909,0.011417407
0.695170469,0.457433269,0.209245195,0.095715714,0.043783552,0.020028053
0.726767244,0.406564474,0.165294672,0.067202941,0.027322328,0.011108288
0.690113835,0.413849879,0.171271722,0.070880782,0.029334003,0.012139874
0.756308156,0.419353635,0.175857471,0.07374647,0.03092585,0.012968868
0.781128057,0.424961731,0.180592473,0.07674489,0.032613641,0.013859549
0.653219746,0.417184372,0.1740428,0.072607936,0.030290896,0.012636889
0.724956228,0.40957896,0.167754925,0.068708888,0.028141715,0.011526254
0.673041688,0.444166508,0.197283887,0.087626895,0.038920932,0.017287375
0.688135924,0.412808726,0.170411044,0.070347166,0.029039924,0.011987934
0.753776777,0.441680676,0.195081819,0.08616387,0.038056916,0.016809004
0.740175188,0.454945888,0.206975761,0.094162771,0.042838966,0.019489411
0.714290053,0.448100222,0.200793809,0.08997575,0.040318154,0.018066574
0.768640238,0.459150423,0.210819111,0.096797684,0.044444697,0.020406802
0.687419672,0.410295307,0.168342239,0.069070031,0.028339109,0.011627404
0.733482992,0.433658017,0.188059276,0.081553413,0.035366291,0.015336876
0.706833982,0.427436936,0.182702334,0.078093726,0.033380143,0.014267906
0.754300069,0.440211365,0.193786046,0.08530682,0.037553032,0.016531271
0.72146321,0.464031887,0.215325592,0.099917941,0.046365111,0.02151489
0.701179643,0.447959748,0.200667936,0.089891158,0.040267621,0.018038273
0.710840287,0.460631859,0.21218171,0.097737655,0.045021078,0.020738143
0.753821381,0.459916764,0.21152343,0.097283171,0.044742161,0.02057767
0.786714154,0.432794763,0.187311307,0.081067352,0.035085526,0.015184832
0.776320947,0.433290703,0.187740833,0.081346357,0.03524662,0.015272033
0.709495978,0.463494096,0.214826777,0.099570943,0.046150544,0.021390505
0.809710622,0.415834107,0.172918005,0.071905204,0.029900636,0.012433704
0.652055837,0.43869856,0.192456426,0.084430357,0.037039476,0.016249165
0.764412666,0.440801155,0.194305658,0.085650158,0.037754689,0.01664231
0.669884607,0.428461636,0.183579374,0.078656719,0.033701386,0.014439751
0.744679056,0.435794789,0.189917098,0.082764881,0.036068504,0.015718466
0.662998255,0.452500565,0.204756761,0.09265255,0.041925331,0.018971236
0.726687227,0.434590358,0.188868779,0.08208055,0.035671416,0.015502453
0.750293422,0.453373169,0.205547231,0.093189599,0.042249664,0.019154864
0.738638407,0.454748464,0.206796165,0.094040238,0.042764654,0.019447161
0.68658254,0.443628247,0.196806021,0.08730871,0.03873261,0.01718288
0.731101423,0.446385441,0.199259962,0.088946746,0.039704532,0.017723525
0.67292744,0.430681204,0.185486299,0.079885463,0.034405167,0.014817659
0.737488468,0.41246831,0.170130107,0.070173278,0.028944253,0.011938587
0.692989348,0.444245689,0.197354232,0.087673767,0.038948693,0.017302789
0.685112851,0.452206601,0.20449081,0.092472094,0.041816492,0.018909694
0.692329526,0.424151077,0.179904136,0.076306533,0.032365498,0.013727861
0.815979711,0.470951603,0.221795412,0.104454905,0.049193205,0.023167619
0.81495075,0.444934145,0.197966393,0.088082008,0.039190693,0.017437277
0.745416538,0.445246491,0.198244438,0.08826764,0.039300857,0.017498569
0.732729399,0.4533473,0.205523774,0.093173648,0.042240022,0.0191494
0.805606556,0.443388429,0.196593299,0.087167194,0.038648925,0.017136486
0.796659811,0.429010591,0.184050088,0.078959437,0.033874435,0.014532491
0.666711832,0.430201213,0.185073084,0.079618665,0.034252046,0.014735272
0.749615998,0.4742572,0.224919892,0.106669878,0.050588958,0.023992177
0.678040527,0.461889501,0.213341911,0.098540389,0.045514771,0.021022795
0.783171837,0.478465137,0.228928887,0.109534491,0.052408435,0.025075609
0.753824906,0.449005939,0.201606334,0.090522441,0.040645114,0.018249897
0.755182614,0.455396753,0.207386203,0.094443003,0.043009037,0.019586176
0.732469956,0.434462397,0.188757575,0.082008068,0.035629422,0.015479644
0.753587494,0.449778824,0.202300991,0.090990702,0.040925691,0.018407509
0.783623798,0.42493176,0.180567001,0.076728653,0.032604442,0.013854663
0.755408827,0.460650596,0.212198971,0.097749583,0.045028403,0.020742361
0.700062212,0.470312611,0.221193952,0.104030305,0.048926764,0.023010874
0.827141681,0.477321843,0.227836141,0.108751167,0.051909307,0.024777446
0.695795708,0.440519157,0.194057128,0.085485882,0.037658169,0.016589145
0.673954375,0.445030865,0.198052471,0.088139462,0.039224781,0.017456238
0.652621537,0.448199335,0.200882644,0.090035468,0.040353837,0.018086563
0.740865565,0.444611272,0.197679183,0.087890393,0.03907706,0.017374101
0.740759667,0.494975218,0.245000466,0.121269159,0.060025228,0.029711
0.691640651,0.484459137,0.234700655,0.113702877,0.055084398,0.02668614
0.732050215,0.473138792,0.223860317,0.105917,0.050113441,0.023710613
0.756688446,0.454635059,0.206693036,0.093969901,0.042722011,0.019422924
0.705286874,0.470886952,0.221734522,0.104411893,0.049166198,0.023151721
0.700179734,0.477249568,0.227767151,0.108701774,0.051877875,0.024758693
0.686859605,0.440416508,0.193966701,0.085426137,0.037623081,0.016569826
0.800706547,0.472585196,0.223336767,0.10554565,0.049879312,0.023572224
0.75863443,0.458530965,0.210250646,0.096406432,0.044205334,0.020269515
0.758424219,0.453884535,0.206011171,0.093505285,0.042440603,0.019263133
0.69802771,0.448093516,0.200787799,0.089971711,0.04031574,0.018065222
0.638806721,0.461795629,0.213255203,0.098480321,0.045477782,0.021001441
0.766932123,0.486073818,0.236267756,0.11484357,0.055822453,0.027133833
0.787851233,0.49073873,0.240824502,0.11818191,0.057996441,0.0284611
0.732589454,0.455938096,0.207879548,0.094780205,0.043213906,0.019702866
0.707415893,0.474712305,0.225351773,0.10697726,0.050783422,0.024107515
0.79352695,0.469076428,0.220032696,0.103212151,0.048414387,0.022710048
0.797172476,0.469357468,0.220296432,0.103397776,0.048530518,0.022778161
0.717803889,0.462119694,0.213554612,0.098687792,0.045605572,0.021075233
0.78860237,0.481494665,0.231837112,0.111628333,0.053748447,0.02587959
0.731080695,0.449616338,0.202154852,0.090892124,0.040866584,0.018374284
0.67223521,0.465177781,0.216390368,0.100659991,0.046824791,0.021781853
0.775901362,0.424773322,0.180432375,0.076642859,0.032555842,0.013828853
0.701118862,0.435934949,0.19003928,0.082844764,0.036114928,0.015743759
0.849381032,0.444493033,0.197574056,0.087820291,0.039035508,0.017351011
0.717234819,0.421758749,0.177880443,0.075022633,0.031641452,0.013345059
0.737840797,0.465989947,0.217146631,0.101188147,0.047152659,0.021972665
0.700782982,0.435326467,0.189509133,0.082498341,0.035913711,0.015634189
0.807828164,0.463086311,0.214448931,0.099308364,0.045988344,0.021296573
0.694568909,0.433204559,0.18766619,0.081297849,0.035218599,0.015256858
0.727372978,0.470657053,0.221518061,0.104259038,0.049070252,0.02309526
0.680278572,0.475562052,0.226159265,0.107552764,0.051148013,0.024324054
0.758920035,0.446941541,0.199756741,0.089279586,0.039902756,0.017834199
0.715605265,0.459443454,0.211088287,0.096983132,0.044558265,0.020472003
0.746141713,0.464399575,0.215666965,0.100155647,0.04651224,0.021600264
0.752229484,0.474629588,0.225273245,0.106921348,0.050748035,0.024086519
0.737849414,0.467345733,0.218412034,0.102073932,0.047703817,0.022294175
0.721216613,0.490190723,0.240286945,0.117786431,0.057737816,0.028302542
0.743039419,0.489978945,0.240079367,0.117633835,0.057638102,0.028241457
0.693357346,0.441631243,0.195038155,0.086134943,0.038039882,0.0167996
0.749058839,0.472210321,0.222982587,0.105294679,0.049721234,0.02347888
0.76527543,0.466154127,0.21729967,0.101295138,0.047219147,0.0220114
0.720994994,0.504323349,0.25434204,0.128270629,0.064689873,0.032624613
0.739372499,0.454390061,0.206470327,0.093818065,0.042629996,0.019370647
0.690387653,0.464366846,0.215636568,0.100134473,0.046499129,0.021592654
0.723315369,0.495612863,0.24563211,0.121738433,0.060335133,0.029902868
0.723500971,0.467127647,0.218208239,0.101931101,0.047614836,0.022242206
0.781003599,0.46674094,0.217847105,0.101678163,0.047457361,0.022150293
0.813223404,0.490520744,0.2406106,0.118024491,0.057893461,0.028397944
0.769028649,0.460615854,0.212166965,0.097727468,0.045014821,0.02073454
0.720521892,0.478241635,0.228715062,0.109381065,0.05231058,0.025017097
0.759778277,0.48902678,0.239147192,0.116949381,0.057191379,0.027968116
0.717561988,0.464144951,0.215430535,0.099990995,0.046410315,0.021541114
0.793769756,0.470030056,0.220928253,0.103842919,0.048809293,0.022941835
0.758373524,0.484828585,0.235058757,0.113963204,0.055252619,0.026788049
0.757614239,0.511528623,0.261661532,0.133847363,0.068466757,0.035022706
0.785390568,0.508978458,0.259059071,0.131855486,0.067111602,0.03415836
0.77259083,0.486639979,0.236818469,0.115245335,0.056082987,0.027292224
0.670138263,0.506404343,0.256445358,0.129865043,0.065764222,0.033303288
0.769937447,0.465744943,0.216918352,0.101028626,0.047053571,0.021914963
0.780226243,0.482078815,0.232399984,0.112035109,0.054009753,0.026036958
0.779705561,0.472458247,0.223216795,0.105460616,0.049825738,0.023540581
0.765284558,0.485386833,0.235600378,0.114357321,0.055507538,0.026942628
0.825293428,0.482354943,0.232666291,0.112227735,0.054133603,0.026111611
0.819437241,0.49105771,0.241137675,0.118412514,0.058147378,0.028553718
0.786532989,0.509340501,0.259427746,0.132137058,0.067302755,0.034280019
